3.346328, 1.067084, 1.200000
3.324803, 1.049316, 1.200000
3.287179, 1.016601, 1.200000
3.232031, 0.969948, 1.200000
3.172269, 0.917686, 1.200000
3.111987, 0.853327, 1.200000
3.061699, 0.794696, 1.200000
3.008191, 0.713722, 1.200000
2.961777, 0.641813, 1.200000
2.897854, 0.594940, 1.200000
2.825051, 0.553962, 1.200000
2.741879, 0.513620, 1.200000
2.679816, 0.465182, 1.200000
2.611510, 0.419583, 1.200000
2.532650, 0.392086, 1.200000
2.450970, 0.370749, 1.200000
2.378774, 0.338219, 1.200000
2.289044, 0.316251, 1.200000
2.206720, 0.296046, 1.200000
2.125357, 0.264022, 1.200000
2.043571, 0.234630, 1.200000
1.930668, 0.225740, 1.200000
1.830044, 0.223508, 1.200000
1.718825, 0.202161, 1.200000
1.607622, 0.179272, 1.200000
1.501162, 0.162241, 1.200000
1.396909, 0.172615, 1.200000
1.282786, 0.164461, 1.200000
1.180562, 0.155111, 1.200000
1.071001, 0.146579, 1.200000
0.961723, 0.136894, 1.200000
0.858290, 0.127644, 1.200000
0.747982, 0.118843, 1.200000
0.638090, 0.119529, 1.200000
0.540158, 0.123254, 1.200000
0.426448, 0.121158, 1.200000
0.331289, 0.118843, 1.200000
0.224363, 0.115904, 1.200000
0.096577, 0.112669, 1.200000
-0.021142, 0.118118, 1.200000
-0.134863, 0.119006, 1.200000
-0.268967, 0.125503, 1.200000
-0.400897, 0.173480, 1.200000
-0.519975, 0.214357, 1.200000
-0.641893, 0.241908, 1.200000
-0.758003, 0.267641, 1.200000
-0.892557, 0.307416, 1.200000
-1.009869, 0.360980, 1.200000
-1.132610, 0.400889, 1.200000
-1.244811, 0.468074, 1.200000
-1.357983, 0.517639, 1.200000
-1.481972, 0.591658, 1.200000
-1.594349, 0.658958, 1.200000
-1.704946, 0.716792, 1.200000
-1.817505, 0.786647, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
-1.930999, 0.849279, 1.200000
