0.,0.
2.56,-0.1
5.,-0.1
7.57,-0.27
9.68,-0.18
9.85,3.93
9.72,8.53
3.21,8.7
-1.1,8.6
-8.31,8.69
-13.6,8.53
-13.8,4.2
-13.7,-0.3
-7.2,-0.21
-1.59,-0.27
0.,0.
